新闻ID,文本,标签
7764,2051 1156 2722 1121 1126 1020 175 681 2558 1491 1360 2324 301 238 2166 1360 2775 2764 2810 2558 2236 1665 630 1662 1987,3
7765,357 1683 1126 451 1128 2536 2530 2706 1546 2275 2392 1487 132 1781 143 178 940 942 2202 132 2213 1575 1583 102 2716,3
7766,1837 1074 1688 302 2089 1735 2706 800 644 797 2706 1665 124 417 512 2275 2275 2180 336 2634 2422 1837 1074 1688 1533 1735 512 2275 1665 124 1866 767 444 1243,3
7767,485 2275 570 2140 570 278 1683 570 2213 2784 2383 2716,3
7768,1775 1130 2617 417 404 1754 404 1360 968 2027 2634 2797 2480 1491 655 537 1426 2308 2507 590 1527 1517 1917,3
7769,2051 1156 2722 1121 1126 1747 302 1251 417 635 505 1694 106 2009 1661 2510 174 949 422 1475 1073 1223 1775,3
7770,1681 1225 885 417 2677 2490 2558 120 1320 614 1333 2392 1023 2146 2626 1831 338 1100 2453 143 178 1662 1683,2
7771,2845 1298 1576 1156 1126 472 1630 1996 2126 1245 2299 2736 1121 417 102 1724 1821 2532 620 2741 375 2823 1494 1491 102 1437 2454 1978 173 514 2808 424 154,3
7772,2345 2550 1533 1245 313 1267 1291 1630 1615 2840 914 496 1312 2808 2213 1487,2
7773,1775 1475 1073 2493 1437 1007 1723 2802 102 1781 1295 472 1630 318 2399 2293 1115 259,4
7774,102 535 2299 570 2140 1388 700 1695 2558 1130 1360 113 1269 132 1781 2019 2202 780 1696 1360 2509,3
7775,758 1139 2395 404 1775 1255 1614 2232 974 1987 635 821 2275 246 1335 1665 1521 2342,3
7776,2845 1298 1130 2617 2558 2788 1232 336 2390 1775 272 2820 2114 2639 2349 691 2192 1228 2835 1781 1411 2820 1625 726,3
7777,1957 1268 2027 1648 238 2664 1491 1648 655 1648 619 1843,3
7778,444 2405 2564 1533 1360 681 2754 1680 758 293 1659 1679 1255 535 534 102 2663 570 213 444 1243 758 655 2810 2564 1255,1
7779,1568 2427 758 2546 2092 1535 1255 2764 635 490 1985 1978 424 1043 2840 1487 2025 1333,3
7780,815 1310 2764 2456 2663 485 2275 1358 1020 1421 1491 197 777 1728,3
7781,1175 2833 1126 1262 913 2205 1252 1219 215 589 589 1661 2213 1491 2135 358 320 1920 2235 691 2142 1445 1978,3
7782,2043 385 2784 1567 424 1261 1843 1269 2820 2090 2405 2762 302 2706 2810 1360 2509 2810 2532 2749 924 2437 2025,1
7783,102 102 1126 2550 1533 533 1491 302 2639 2634 533,2
7784,758 1978 2438 912 590 1255 692 2823 2845 1298 681 2558 2051 1523 1491 2202 940 1954 1661 674 1251 2845 1298 221 1190 2456 173 1648 1244 1491 1866 385 272 1544,3
7785,940 1017 535 1471 2486 2564 1533 1491 780 1696 1527 114 1860 2489 2764 102 2716 987 1042 2351 1178 2578 2489 451 987,4
7786,2051 1156 2722 1121 1126 160 2757 1251 417 102 535 160 2757 2757 2569 639 2634 1514 2189 869,1
7787,2512 1453 238 587 417 292 102 412 319 2322 102 412 319 424 1112,3
7788,213 1496 590 160 1555 2660 915 424 2274 2550 1533 260 535 889 906 1001 2064 457 463,2
7789,485 2275 758 655 2718 1806 1255 1491 2427 1775 1981,3
7790,102 126 1139 2664 2845 1298 1554 1143 1735 2706 1090 537 1680 1987 2472 1978 173 1669 2660 1491 2706 1533 1661 2304 1090 1066 1680 2456 2660 1262 1215 2172 987,3
7791,2275 1978 1453 2819 1221 1451 1491 668 2081 1978 173 424 1993,2
7792,2823 860 2146 2159 2657 1680 619 102 1022 1978 587 1475 1223 1775 2349 691 2192 102 2392 457 1958 587 1223 259 2342 422 2808 974 1193,4
7793,1856 2802 1987 1695 1552 1112 655 311 570 213 2090 2405 2844 385 1661 106 758 2754 2530 1255,1
7794,635 821 1535 1950 1491 1090 1066 1680,1
7795,513 2585 1262 1491 1531 1856 2456 2275,3
7796,2845 1298 1576 1156 1126 1017 1276 630 1431 1579 2736 1121 417 2135 2422 951 2024 1950 656 1185 221 1491 327 1245 175 1786 102 2146 102 1661 1648,3
7797,1380 1079 2161 1295 689 258 926 221 1135 102 2646 126 1042 174 2383 2084 102 2677 319,4
7798,2550 1533 987 809 1020 1694 655 112 772 417 574 539 1903 1001 1417 2666 318 1186 2086 367 421,2
7799,1288 1754 1857 1421 1844 1583 1844 2716 2764 1917 2322 102 126 1007 2140 755 1765 2706 2810 797 2706 102 771 319,3
7800,1388 700 2801 1978 1042 2213 1491 2318 913 215 1862 1731 1584 587 1475 132 1781 2606 102 1148 2801 1978 1042 2213,3
7801,2768 821 1313 1327 913 1360 1144 2764 535 534 2224 2573 2067 814 692 1288 1754 1857 102 2716,1
7802,213 1291 1576 2793 1555 1978 173 681 2749 2141 2820 570 1491 1268 385 1354 191 587 1475 2823 1421 987 797 2706 1579 2507,1
7803,643 260 1313 1355 2784 102 2716,3
7804,940 1926 1665 124 417 102 535 1007 755 2840 780 1696 1269 2810,3
7805,2345 915 2655 2592 1950 2263 1267 114 1950 1043 1765 987 1661 1683 2275 1866 148 246 1722 2784 1567 1042 2351,1
7806,535 534 2202 272 1954 1978 102 539 2405 797 620 2584 1360 1731 336 2634 680 2663 974 2344 175 1786 336 2634 2373 590 2783,3
7807,348 192 2764 1533 1735 1661 665 2630 2481,3
7808,2260 2537 242 2250 797 1665 124 2823 2631 2090 2405 2564 1533 221 2706 1567 102 771,1
7809,949 1818 1649 1007 1775 2810 2532 2546 1031 508 2545 1491 949 422 1999 2730 611 1422 1156 1618 2013 788 102 635 620 1461 1020 2419 2788,4
7810,318 2590 1388 700 987 2176 2808 102 1073,3
7811,1775 259 1546 221 2512 967 1299 1491 2475 259 1399 683 1723 2744 2823 1438 1867 2820 2354 1487,3
7812,2345 2656 1980 842 424 2622 1267 2422 894 2578 2437 866 535 485 2275 2146 2438 1500 175 1786 1843,3
7813,2564 1533 2659 674 114 1950 1661 876 451,1
7814,1360 1731 894 2578 1194 1843 2027 445 2155 588 2213 1968 2716 2764 1412 2043 521 2084 1194 2764,3
7815,2345 1554 1143 1914 1297 1267 2293 2192 296 2390 902 2169 1491 451 814 1143 102 535 1100 1312 2808 1987 1827 1109,4
7816,2768 1853 1007 1532 114 1950 1491 700 785 234 554 210 859 2438 758 1248 1797 1255 987 1625 2774 2664 1194 1843,3
7817,2345 1025 2275 1245 1521 1267 175 1391 2757 2569 2784 1564 1679 1491 1978 173 143 178 618 1355,1
7818,102 272 259 102 417 1422 1532 1950 1249 1527 1902 1583 102 2716 618 2832 298 1917 1583 102 2716,1
7819,2345 644 2438 1249 1267 102 535 1917 126 570 2140 644 2438 1249 313 2795,3
7820,444 2795 827 619 1678 500 102 302 1320 417 2025 1299 2275 1422 311 745 2114 2063,4
7821,2453 1680 758 2394 1957 2090 2405 2315 2120 1255 1491 1769 912 2845 1298 2135 495 1455 573 424 1232,1
7822,1189 2135 1602 2416 1079 1862 913 974 120 1491 1161 2467 102 2639 590,4
7823,2246 1126 1765 797 574 535 1404 651 1650 1152 1491 1404 639 1891 422 2751 1843,1
7824,1681 1225 885 417 2677 102 2664 1141 1564 1679 1320 614 893 836 2146 1245 1933 914 424 2832 1787 1965,2
7825,292 1786 2329 424 1112 2196 1987 298 102 412 2275 690 798 512 2275 1805 1533 1496 1592 974 1193 797 2706 2314 424 313,3
7826,357 1683 1126 1978 173 2749 149 290 1386 2784 102 2275 1943 955 1954 1978 618 1610 2202 132 1355 1575 1583 102 2716,2
7827,2563 2478 1491 1732 2213,3
7828,2051 2092 1524 417 2757 1533 2375 2845 2606 102 1583 102 1148 2823 1494 1567 2472 2768,1
7829,1902 2176 1554 1380 2481 451 204 417 2584 1935 444 1243 2810 2532 651 1866 1232 2089 2019 1166 1012 2508 175 1642 2737 651 1866 1586 1062 2508 175 1643 1244 1100 611 772,4
7830,1323 2018 681 2558 635 1156 2546 2109 1630 259 318 1775 259 1546 2507 2823 1704 1156,3
7831,2348 1025 1985 1978 2832 512 2757 2569 221 830 2660 539 126 1775 1683 2823 1494 940 1193 1149 1985 1996 2808 1355,3
7832,1990 1978 2722 2562 2314 2764 1487 674 1268 1400 1491 485 2275 2041 2790 2427 2664 1661 1625 726 1843,3
7833,350 1342 1669 2660 2275 197 617 2051 1156 1491 2093 2749 924 1843,4
7834,1079 421 215 1895 1661 356 1586 1062 983 1080 1269 2422 102 102 987 494 1232 1643 1244,3
7835,102 2663 940 1978 444 1243 866 535 1139 2664 2338 2706 102 1583 102 771 319 1112 537 2090 2405 2810 2532,1
7836,681 2558 2427 1475 1073 1223 1775 845 967 1491 1978 173 1935 1827 1863 108,3
7837,485 2275 2051 1156 616 2366 1665 630 1050 967 2706 1533 1066 1680 1580 862 684 1554 1143,1
7838,2090 2405 2080 2288 2434 537 1491 635 821 2090 2405 1437 2842 570 1058 102 2290 1661 422 1866 2155 1491 681 2558 1661 665 2146 260 771 2090 2405 860 2274 656,1
7839,2564 1533 2051 1156 1126 2278 126 963 204 2146 2715 204 1360 204 1269 1857 1421 2025 1333 2764 102 1501 1501 1943 1535,3
7840,1298 1789 587 1475 1223 1898 2155 1789 647 1092 1776 2481 1491 270 422 102 1583 102 2716 968 1744 1751 175 1786 1491 2558 534 2155 1208 417 1302 1144 1679 1232 2004 336 2820,3
7841,2564 1533 1212 313 1678 1661 1781 1295 2508 175 2213 2304 1642 1369,1
7842,1323 2018 681 2558 1245 313 417 451 1128 221 1044 1050 1391 1249 618 2832 2512 963 620 2584 416 2172 926 2754,3
7843,485 2275 2768 539 1269 2820 1494 1442 805 2067 780 1696 776 490 2764 681 2558 680 2663 417 1609 1978 173 2812 1043 2346 1003 1360 1947 1866 238 639 2189 869 1544 2028,3
7844,1978 173 2058 2694 2677 2140 1661 619 1491 2677 2275 574 1661 132 1781 1665 630 1042 1355,1
7845,485 2275 1491 238 2166 166 1360,3
7846,1661 1587 1532 1609 1532 1126 226 1921 2146 2450 944 417 942 905 2512 1618 1491 2079 538 1007 1655 2455 1658 618 987 797 2706 1140 1313 2764,3
7847,570 2140 1320 2730 1046 913 1560 2004 2155 2027 1982 1389 2638 2823 2768 2517 173 1827 752 1058,4
7848,2326 299 1310 2509 554 2394 1007 1775 2178 1301 2371 2027 1978 173 1935 1827 1863 108,4
7849,2345 1388 700 1245 1245 1576 1267 1079 1264 417 102 1981 616 422 2808 1550 1360 1491 1538 2525 1723 1744 2438 1500 175 1786 1843,3
7850,1533 1756 1129 417 292 2338 2706 102 412 319 965 102 412 319 424 1112,3
7851,143 178 1978 1805 987 137 2373 2564 1533 1765 797 1843,1
7852,2564 1533 2051 1156 1126 1017 1276 630 1161 1751 221 1044 912 370 2764 2508 175 102 1615 1437 290 1386 1355 380 1917 2716,3
7853,2345 2564 1533 2335 590 2437 1267 1618 2706 238 859 570 2140 102 1491 1257 1291 2297 258 422 2808 1751 2351 1843,3
7854,444 2089 1020 2558 681 2558 1245 313 417 2757 2569 2067 2583 1978 173 1494 1442 1491 2715 204 318 2284 204 1615 1437 1043 2346,3
7855,554 2394 1669 2671 1857 1421 891 287 444 2405 691 1323 680 2558 935 444 1243,1
7856,1775 758 711 899 1747 843 1255 2664 1194 2764 1764 635 2663 940 1978 444 1243,4
7857,1017 1276 630 1245 1245 1576 417 296 2390 1976 968 2558 1520 1857 1421 1491 1017 1276 630 940 681 1245 1679 259 2790 1312 2808 1843,3
7858,655 381 1017 539 126 1857 1514 1713 771 1491 2456 821 2067 814 166 210 102 771 319 175 1044,1
7859,570 2747 134 1533 221 2371 1491 2456 1853 1866 2093 655 2660 2187,1
7860,681 2558 102 126 1683 1156 417 1775 259 1546 2507 2329 1269 1223 1775 1987 1491 2475 259 2820 678 1487 1333 526,3
7861,2564 1533 2051 1156 1126 1017 1276 630 2027 1648 2664 1194 1843 635 2802 2153 564 2564 1533 2335 590 2671 737 2299 2509 688,3
7862,272 1909 1033 535 740 2663 1861 1491 102 412 1861 1134 2656 1554 1680 688,4
7863,2051 1156 2722 1121 1126 1017 535 313 2558 1520 348 887 1491 681 2558 2329 1144 424 1993 2764 1017 1276 630 2392 1487 1642 2213,3
7864,1252 1262 358 102 370 1371 258 2228 102 535 1965 797 1680 1731 2810 2317 2546 1360,4
7865,2345 797 2706 132 2537 1280 1267 2747 681 1069 2808 1112 1533 1491 2350 1320 2155 259 2736 1877 537 2751 1843,1
7866,2564 2515 2749 313 688 417 2202 132 238 424 102 1156 2764 1025 2275 1926 2507 2213 311,1
7867,2141 1535 2823 1775 963 507 535 534 692 1820 1360 102 771 319,1
7868,416 745 2564 1533 417 2017 1987 677 114 1445 1491 989 1765 797 894 2578 2564 1533 1431 1579 2064 2660 463,1
7869,1775 2481 447 1521 2342 417 175 1786 940 2512 2250 1747 1665 124 1866 767 444 1243 2399 974 2706 2810 893 2438 659 2018,3
7870,1987 290 264 404 1491 2784 1355 2532 2541 2178 2228 2536 390 1194,1
7871,1681 1225 885 417 2677 1291 1630 1161 1333 1900 1820 803 1241 2146 2550 1533 1330 1679 1700 258 1465 1179 1662 836,2
7872,1161 2299 2361 1615 2764 2456 2663 451 1128 843 1298 701 1435 758 485 1517 2756 1255 589 238 940 1978,3
7873,2345 2550 1533 1245 313 1267 2335 1812 1781 1295 896 2783 1700 472 143 178 1662 1987,2
7874,2278 1583 102 260 412 2712 2116 2141 1709 1126 1007 287 940 2213 2764 866 1952 485 2275 1661 1077 1661 2832 1856 2764,3
7875,645 122 2764 102 2664 1194,4
7876,2646 1212 602 1683 1126 490 2810 2275 1535 1535 2715 2715 1491 2845 1298 2275 259 1269 248 381 2764,3
7877,2845 1298 1576 1156 1126 1388 700 1731 1584 681 2558 1245 313 417 660 1355 2304 318 2536 390 2304 2299 196 590 1388 700 1554 1143 1859 259 2783 2027 1648,3
7878,2051 1156 2722 1121 1126 175 1786 2764 539 2155 1547 2656 1533 1203 1866 1775 968 2116,1
7879,2345 132 1781 2109 930 1267 2784 1564 1679 1950 656 1140 618 1491 797 1156 2093 2654 2041 758 690 1487 2047 2422 1255 1843,3
7880,2665 2630 535 999 1859 338 1688 102 412 319 1950 1409 1661 2176 926 758 833 2373 2082 1255 1514 190 1985 1978 2832 512,3
7881,102 1606 2641 102 417 1422 1532 1950 1249 618 2832 2422 1265 1583 102 2716,1
7882,2089 602 1207 692 809 2025 375 1764 120 2686 625 2751,4
7883,758 2677 1017 1276 630 221 1044 912 370 1255 182 1554 1143 1867 968 1843 1369 2754 1057 1861 1723 1744 635 2275 2213 311 1491 915 2660 587 1475 574 2176 1554,3
7884,357 1521 1126 485 2275 1007 287 940 2213 2764 1783 1965 1194 1843,3
7885,2422 894 2578 1017 1276 630 2018 1751 175 1786 1843,3
7886,873 1639 873 2816 1639 2816 1804 881 987 2331 490 2810 1203 1866 1194 1775 2479 2816,3
7887,2147 1392 2027 204 417 2275 2180 292 893 422 444 1243 655 2784 1575 1583 2383 2716,3
7888,2564 1533 2051 1156 1126 1017 1276 630 422 2808 1662 2392 1981 616 102 2213 2784 1265 2716 2033 2266 2213 2304 1524 1669 2660,3
7889,1661 2510 1409 2764 1747 681 2146 570 681 2146 2250 681 2146 1222 681 2146 1494 681 2146 1070 1630 788 2132 1661 681 1491 1007 221 2371 1194,3
7890,302 215 724 1380 1430 343 417 1388 700 987 1775 2660 2130 1245 1679 2664 1194 2751 1843,3
7891,1914 190 570 2140 1388 700 370 2394 1695 2558 1130 1360 132 1781 417 1453 968 570 1935 681 1491 296 2392 2820 2810 2558 2349 691 2192,3
7892,2051 1156 2722 1121 1126 1161 1853 221 2371 2764 1804 2140 2747 681 2176 2808 574 539 126 1857 422 2550 1533,2
7893,2345 2564 1533 2335 590 2437 2308 1109 1267 1262 1816 2350 1661 619 246 399 1491 2308 1109 1554 1143 1100 1751 2351 1843,3
7894,102 1860 2383 1820 102 319 2764 866 2478 1491 485 2275 1161 1437 1661 2371 802 2141 1535,3
7895,259 587 587 1475 417 935 444 1243 1586 611 1917 1583 102 771 319 328 2335 2297 2221 2146 520 707 1747 1865 2236 120 2090 1866 2819 2250 1323 620 2584 2373 1288,4
7896,102 2663 674 1251 2090 2405 238 1856 102 2663 485 2275 444 1243 1491 2373 2399 422 1866 1978 2438 997 102 771 319,1
7897,2051 1156 2722 1121 1126 2278 126 2845 1298 758 1533 2275 1255 221 2650 2764 1987 2275 1409 2146 2510 174 788 2018 1751 175 1786,3
7898,1421 1103 2140 797 1665 124 1895 2169 2276 1592 681 1421 1103 2141 681 1586 611 2031 455 2373 2116 1643 1244,4
7899,2677 2180 1926 2507 417 692 1112 424 327 1533 983 1567 2422 695 1583 102 771 1025 319 102 1575 102 2317 102 2317 102,1
7900,570 302 2250 797 1126 695 126 1860 2375 1978 173 1947 148 1895 833 2373 926 456,1
7901,1232 2089 1642 2213 1954 1978 1491 835 1642 963 819 2764 132 1781 1683 570 2659 143 1491 989 1178 2578 1461 1843,4
7902,2051 1156 2722 1121 1126 102 535 1007 1655 1017 1276 630 1978 173 1100 1661 2304 2823 1421 1491 1925 2273 2275 1662 1987,3
7903,367 302 298 632 1103 1353 574 169 1708 1007 2758 597 1642 2737 328 2335 2297 2221 2810 2532 238 2166 1360 2509,4
7904,2345 797 2706 132 2537 1280 1267 1533 1996 1203 589 1810 575 1223 1775 1987 1194 2764 1404 259 537 2751 1843,1
7905,1392 2192 858 968 417 292 1139 102 412 319 298 102 412 319 424 1112,3
7906,2067 814 2196 1661 2146 174 1249 2196 290 987 102 2606 102 1148 2213 997 1917 2716,3
7907,772 1212 2706 1533 1090 1066 1680 2784 102 771 319 1491 2202 272 102 1069 2808 1642 337 1886 1533,1
7908,2345 2135 1466 2155 1747 2475 259 1245 313 1267 485 2275 1369 704 1445 942 1491 2510 174 204 935 1925 2273 1207 2244 2764,4
7909,1041 2584 1194 2449 1678 1731 2364 1245 1679 797 2706 805 2322 2089 2155 1731 766 1548 1914 750 797 2706 2064 2671 463,1
7910,1592 681 2273 2373 2067 758 1455 448 1797 1255 726 2329 444 2405 641 2126 963 2642 137 1541,1
7911,2345 915 2655 2592 1950 1267 2375 2845 1978 173 2546 1898 1134 602 2322 2322 2698 329 1245 2299 1576 1156,1
7912,2345 1554 1143 1914 1297 1267 2550 1533 1100 1312 2808 2485 2304 143 178 1491 1161 1320 614 1494 1442 1866 148 422 2808 949 581,2
7913,570 302 2250 797 2569 455 1549 1285 1555 1312 2808 1134 602 1491 1978 173 1859 2422,4
7914,102 1310 2509 258 1007 1532 1360 2192 1642 2737,4
7915,102 422 2808 2715 1550 726 1615 301 2597 1970 1298 1517 2810 2558 1193 2342 1775 2816 2052,4
7916,2345 160 2335 1175 2833 1267 102 1583 102 1583 102 375 1679 574,4
7917,2345 421 1731 587 1475 1245 313 1267 1166 618 1100 2041 421 1731 587 1475 1007 535 2665 656 1124 635 984 1044 1679,3
7918,2801 1487 2509 688 1618 2706 444 2405 2189 869 135 313 625 2351 684 2564 1533,1
7919,1388 700 1298 2558 681 2558 102 126 102 1212 681 2749 120 238 1156 444 1243 968 2840,3
7920,1291 2629 2605 858 2180 417 102 535 258 2041 102 319 535,4
7921,2345 1554 1143 495 2299 1267 1535 1950 963 2126 2660 1765 1371 2299 1751 2351 2228 1912 1935 2512 534 1618 1950 1249 1504 2573,1
7922,1437 2454 2550 1533 1193 210 102 2677 319 2317 1045 1243 1491 2550 1533 102 2213 997 1917 2716,2
7923,357 1521 1126 485 2275 635 1766 1494 2031 1920 2235 2764 2151 2041 1661 1939 2663 1843,3
7924,348 1437 245 1269 1179 1733 1360 681 472 1269 1129 811 2668 616 2484 1914,1
7925,2345 240 1533 1936 1267 1987 2802 424 776 1491 894 2578 2043 1316 1648 1276 1984 618 1355 1843,2
7926,1017 1276 630 1554 1143 246 1981 2192 2706 1533 758 1514 1856 1255 2784 102 771 319,3
7927,2660 1299 1127 1126 2365 1783 797 2706 213 1352 2755 2064 940 463,1
7928,535 534 1970 1866 102 821 2493 1656 2141 1535 1491 380 102 771 319,1
7929,2345 1245 2763 2437 587 1475 1267 2677 1291 1630 293 496 1491 509 1409 258 298 1843 213 1683 587 1475 2027 1648 2664 1194 1843,3
7930,1007 1532 758 1261 1162 1255 987 574 539 126 1445 1491 2348 1025 1494 940 1194 2660 228 610 2155 1813 1163 987 2622 449,3
7931,570 2564 1643 417 1844 126 1775 2018 2744 2090 2405 2564 1533 1781 1269 102 821 1491 1775 2018 2744 2067 814 102 1583 102 771 319,1
7932,533 1533 1519 1554 1143 1683 999 1662 1987 1491 570 910 2706 1546 2213 2784 2383 2716,2
7933,1618 2706 2546 1898 2070 648 190 1194 2764,3
7934,102 451 1128 681 2558 535 2299 1661 1648 1513 2546 1491 451 1128 2812 1708 1541 1728 2027 2108 2018 1751 175 1786,1
7935,272 2478 166 1360 1491 1007 287 1661 1355,3
7936,102 2524 102 1491 485 2275 166 336,3
7937,2345 2646 1212 559 1521 1267 2823 1494 422 2808 290 1386 1491 2845 1298 490 2810 2801 1487 1207 2244 1491 274 2109 1391 1648 618 2832 2751 1843,3
7938,1844 1583 2383 412 771 319 1491 574 737 2299 2067 814 1161 1223 1775 1987 2764 758 2140 2663 517 1255 968 1744 876 451,1
7939,1554 1143 2213 1487 1704 1166 1491 2041 894 2578 2019 1976 968 1843,3
7940,681 2558 2475 259 2820 1895 1987 1301 2820 601 674 1694 2754 1863 696 2507 1947 1704 1156 1501 1292,3
7941,1245 2299 1576 1156 417 2155 1747 2475 259 2660 1079 1912 1369 1491 1538 684 2706 2810 259 1929 1142 1843,4
7942,314 1385 2146 960 2549 2213 2784 1917 2716 909 1025 2275 2508 175 1355 2304 2472 1935,1
7943,2345 1017 1276 630 1245 1245 1576 1267 102 1895 2140 2810 2820 589 2130 1976 968 1491 1017 1276 630 1047 940 1775 535 2645 1215 1371 1843,3
7944,1669 574 245 2664 1194 2764 570 1058 102 422 2808 2009 1080,1
7945,997 1679 1978 173 422 2808 2832 2124 1491 1388 700 1554 1143 2124 630 1615 1437 2392 1487 1491 1981 639 949 581 874 2477 2041 894 2578 1843,3
7946,1681 1225 885 417 1238 1222 788 1564 1679 656 2012 1444 1017 2146 102 1212 287 618 1723 742 422 914 836 2832 2124,2
7947,2345 2135 1466 2155 1747 2475 259 1245 313 1267 102 1100 2823 2422 238 639 1232 2089 1723 1744 1843 1268 385 1914 1297 1843,4
7948,2318 132 767 1567 2557 1360 1897 758 413 364 1255 655 1268 2664 1765 797 2764,1
7949,2660 287 1555 2485 624 1564 1679 509 154 574 1661 132 1781 1007 287 1661 1355 1491 1252 1219 215 160 313 238 2166 2664 1141,3
7950,1978 173 2151 1865 1866 1350 1940 625,3
7951,2801 1487 1943 1535 2764 228 1567 1987 1857 2764 2456 821 132 1781 997 1679 2715 1194 2764,3
7952,1912 1212 537 1912 1212 2013 1491 2564 1533 2080 259 1107 1517 1575 1494 1442 1843 175 1786 2456 1902 684,1
7953,570 2140 835 2492 2219 983 859 2438 1917 1583 1902 412 771 2677 319 2155 1747 2475 259 1695 2558 1781 1269 2196 635,4
7954,2345 1535 1950 1765 797 1245 279 1267 587 1475 1453 968 2783 2665 1987 1491 1859 137 1912 175 1786 1580 862 1554 1143,1
7955,102 417 1437 2019 1859 1139 2019 102 965 102 940 857 2089 1752 2832 2606 102 965 102 1148,4
7956,302 215 724 1380 468 585 2362 417 1662 2392 331 968 2550 1533 2510 174 2051,2
7957,102 1935 459 417 102 965 485 1642 1038 1169 2664 1320 302 1731 2823 1696 1069 2808 2715 1550,4
7958,1752 501 1665 124 2546 1360 1895 1752 302 213 1298 580 2558 2788 566 2192 246 1602 1592 1987 2299 1591 1859,4
7959,2140 2810 1223 1775 700 987 2593 1491 259 2790 197 554 210 1843,4
7960,485 2275 1491 1933 1683 166 1141,3
7961,126 534 997 102 771 319 2706 1533 1514 1856 2747 1695 587 1475 182 1642 132 1781 2564 1533,1
7962,1708 302 2564 1533 1693 1549 2457 417 1388 700 681 2558 1886 182 2192 1333 526 974 1193 2025 535 2823 1421 2783 1859 1679,3
7963,2135 1533 1058 2845 1130 2617 270 270 1421 2698 2511 1907 417 2423 2493 1987 113 1269 1360 1947 973 2564 554 2394 758 680 1262 827 1255 1130 2617 270,1
7964,378 2180 2140 2706 758 1680 1981 1255 1602 943 1058 2845 570 213 2845 1298 2373 1694 1564 1679 1193 154,3
7965,758 890 1958 1781 1295 1255 2638 2823 1713 412 2342 1952 857 1517 2130 1735 2706,4
